"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Sub-Saharan Africa (excluding high income)","SSA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.25136850888049","12.0612035222248","13.9293212351498","20.8449315486214","25.8701266661729","32.555400325456","39.4329583325398","43.7949015672082","48.563875510308","55.1306668121217","56.6796370880356","53.4034680146803","50.2454221978736","51.0702618461656","54.4218488055223","54.0321372069383","53.7018367907723","53.2886194142078","51.5753551530549","49.8138412005304","52.2829531554312","52.4628181287671","53.6643606469699","56.1980957113412","58.2645556908272","60.0967037205546","62.7472473371223","64.6343098950767","67.1348267481367","71.2872620852303","71.493963666555","70.0785313084265","70.1426356887488","69.0749158990604","68.9707157209809","68.1692691983763","68.143010679124","69.8356388211053","69.6711817783995","70.6085075484716","69.5261597564398","67.6848822834093",
"South Sudan","SSD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","60","58","55","53","51","50","49","49","49","49",
"Sub-Saharan Africa","SSF","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.25063594825754","12.0631385805741","13.934917446035","20.8526690360866","25.8748954098959","32.5608577125117","39.4381378960581","43.7995425020329","48.5674309930098","55.1335398400208","56.6820664989516","53.4062982814218","50.2487098876998","51.073398230145","54.424671115742","54.0353923257447","53.7049907323794","53.2918434862785","51.578157201511","49.8168177943297","52.2855885905314","52.4653055901625","53.6668718554226","56.2004572848231","58.2668015622737","60.0988064593091","62.749225562662","64.6361678706873","67.1365215864467","71.2886599304977","71.4954688107266","70.0800249353447","70.1440464791827","69.076369579989","68.972225691534","68.1706998773442","68.1443849222794","69.8370473763603","69.6724615722699","70.6098595954444","69.5274203379059","67.6860447413912",
"Small states","SST","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","17.478920357881","21.511809849212","29.0657288010825","36.0691826388944","46.327864322805","55.9998823265574","60.2855966187647","68.5887304452566","71.3754851683773","75.7032703509433","79.3075829886859","79.0421920615274","74.2815221390247","79.1780664603126","79.5241796983469","79.5080355712282","78.9831820769947","77.5659478140809","78.8121757520113","77.9200616200337","79.8682665748323","78.6766486364693","79.4528883796429","79.626873382557","80.90129872229","81.0315549646735","80.8648860601091","81.1887789087499","82.8140964878922","83.6676219922802","83.5586302760052","84.5267605016384","85.6519126698914","86.6704900658137","86.1137962527526","85.929410143427","84.9604912228096","84.0109630605474","84.5269208184387","84.3965585458109","80.4804254766851","79.6592691279692",
"Sao Tome and Principe","STP","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","25","32","40","48","35","58","69","69","45","71","77","52","57","65","74","57","60","59","64","69","75","85","87","91","88","85","86","93","90","92","91","92","91","92","93","93","90","95","95","86","77",
"Suriname","SUR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","39","17","71","75","73","78","70","83","73","65","84","61","61","72","85","87","79","82","85","84","82","73","69","86","91","83","85","86","88","87","79","64","81","70","76","76","76","77","64","45","58",
"Slovak Republic","SVK","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","99","99","99","99","99","98","99","99","99","99","98","98","99","99","99","98","98","99","98","97","95","95","96","96","96","96","95",
"Slovenia","SVN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","91","93","93","82","93","98","95","94","93","94","94","94","96","96","96","95","95","96","95","94","94","94","92","93","93","94","94","95",
"Sweden","SWE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","88","92","91","93","94","94","94","94","95","95","96","96","96","97","97","97","96","96","94","89","91","94","95","95","96","96","97","96","96","97","97","97","98","97","97","98","97","97","97","97","97","97",
"Eswatini","SWZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","30","38","46","50","54","74","65","85","85","85","80","85","85","94","94","82","92","92","92","92","93","93","93","93","93","93","94","94","94","94","87","88","96","97","89","89","89","85","81","76","80",
"Sint Maarten (Dutch part)","SXM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","29","64","98","77","90","95","95","89","89","86","89","92","92","92","97","98","99","93","99","97","95","98","99","99","99","99","99","99","97","99","99","98","97","99","98","97","99","96","99","97","94",
"Syrian Arab Republic","SYR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","13","14","22","19","23","27","64","37","52","86","87","84","84","86","86","85","85","84","87","86","84","80","84","83","82","81","81","81","81","82","82","80","61","58","54","53","62","67","63","65","59","59",
"Turks and Caicos Islands","TCA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","10","7","12","16","17","32","32","28","25","19","24","26","22","30","20","30","28","26","25","23","16","27","39","31","27","36","46","54","63","57","45","46","37","37","42","41","47","55",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","0.0528841972470365","0.0760223735575848","0.575397734876112","54.6309772425521","60.7126336425911","66.3509369271012","55.4465759407914","67.4385676284284","82.8431575906312","85.1282024587343","89.3787204291347","85.8055205563331","82.3450955321565","78.4761761537874","75.2026109432796","78.1039555539788","83.2299226496801","82.5962806847198","82.8855048867343","83.3954666424851","82.885667141946","83.3131717521251","82.7366019494526","83.5191876408893","85.4408341355064","85.5045666565793","89.6643886815607","89.2482826541542","91.5531700322706","92.8526681005297","93.5116650518396","93.6906968284258","93.7154837937332","94.7209672101891","94.4536153153241","94.3137723952401","94.6530688213637","94.401811045304","94.5206438914376","93.5894721690599","91.2388316293734","86.2097987726307",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.4213443467729","83.6918036784256","82.2588668668051","83.4671731165195","86.3272532107795","89.5725910922807","90.4749574207443","91.5658496022625","93.2788708389111","94.3415955223628","92.2840276219846","90.894392069758","92.7207240808561","95.2535558003722","96.5801762305426","96.575082390985","96.5860541483943","94.7206025773628","93.8917834380589","95.0848393742765","95.395692908556","95.9032270840406","93.3885656686466","93.9698427445913","93.1764157299736","95.7851078242333","95.8372107311955","96.422436287406","93.222575684699","94.0760128762805",
"Togo","TGO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","11","27","43","74","62","78","73","69","64","60","57","53","48","43","40","57","58","40","48","68","70","70","78","71","63","66","68","72","72","72","77","75","73","77","71","75","69","70",
"Thailand","THA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","5","26","45","52","63","66","80","79","74","80","86","91","92","93","96","96","94","94","94","96","96","96","96","96","98","98","98","98","98","99","99","99","99","99","96","96","96","96",
"Tajikistan","TJK","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","81","73","70","79","84","83","79","88","88","89","91","92","85","82","85","86","89","94","98","94","92","98","97","97","98","98","98","98","97",
"Turkmenistan","TKM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","84","90","92","98","99","99","97","96","98","88","97","97","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","97",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","41.9673502801648","48.7695788566751","48.4897492950964","47.0010605768103","51.4778012326843","59.6616289501828","60.9098884172775","59.74799285516","65.3375628191562","68.8624434899449","75.6116858065316","80.0377005883922","82.3798739025727","81.8613146774341","82.2355483886161","86.0025759132169","83.9157625963324","88.5426016226082","90.779860476836","92.1038525306765","93.5152113377141","94.6953205566457","93.4725251925605","93.9059487703556","92.970141231334","92.6135448830441","94.3663929191968","94.0459722283278","94.9073655287748","94.5379921565583","93.4159990574704","94.5071633665862","95.2028543620276","91.7911530824096","92.7113851108197","93.0412379265312","92.3986291573689","87.0573716169139","91.0100720801475","86.0272146688904","82.7895903047175","81.2513596341459",
"Timor-Leste","TLS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","55","55","48","61","63","73","70","66","62","73","70","74","70","73","77","77","85","79","79",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","22.5281577816652","25.3731970047266","31.1161284004633","29.2028244417102","33.5426821023706","58.8908071744243","62.1846524535677","64.6900932924239","77.2907589800317","79.5628359755088","82.4553857570139","81.2411447599933","83.4341015075861","83.7314269868669","83.1910022913527","84.1803846961497","86.5537618804074","85.8763143208014","90.1783207319792","89.9981755528335","89.9215254581228","89.040110496731","87.6404697833137","87.3518160028922","87.4915927623561","87.5651116648413","87.4208603404143","87.9281554579065","87.639196013039","89.6237991282846","89.8512785878028","90.2183423876127","86.795815713374","88.0785862735446","86.8229301400104","86.9595650941052","89.7528862275449","88.7657288353635","87.7103340008614","87.804898877528","85.8698586695888","86.1509416613867",
"Tonga","TON","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","9","44","67","43","81","37","88","81","84","86","90","87","87","86","94","95","97","96","97","95","93","90","99","99","99","99","99","99","99","99","99","95","99","99","99","98","99","99","99","99","99",
"South Asia (IDA & IBRD)","TSA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","0.299519748016995","0.258817699004964","0.581767153935053","2.49295487208837","4.4505970565829","6.2045829083262","13.7930906862266","25.1028613859854","32.6638400041465","44.237542659964","55.9596546728135","46.8256141060957","52.8998688692238","59.1759843020124","65.678617844163","68.5867274018087","63.8874587518444","56.5431920002668","54.9805784546268","57.6893153154695","57.8522466203631","59.3665030600123","58.5264415750532","61.903958852547","65.5237550287531","68.8373892723774","69.0369445123457","69.9357300618833","71.4729559264325","75.8921683232144","78.336244441111","80.4578546785658","79.6893150011042","80.6426588920319","82.8098552126902","85.0743230859397","85.7590912577336","87.5132628830666","90.1974071093015","91.6145072156308","87.8096179457701","87.3638619495279",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.25063594825754","12.0631385805741","13.934917446035","20.8526690360866","25.8748954098959","32.5608577125117","39.4381378960581","43.7995425020329","48.5674309930098","55.1335398400208","56.6820664989516","53.4062982814218","50.2487098876998","51.073398230145","54.424671115742","54.0353923257447","53.7049907323794","53.2918434862785","51.578157201511","49.8168177943297","52.2855885905314","52.4653055901625","53.6668718554226","56.2004572848231","58.2668015622737","60.0988064593091","62.749225562662","64.6361678706873","67.1365215864467","71.2886599304977","71.4954688107266","70.0800249353447","70.1440464791827","69.076369579989","68.972225691534","68.1706998773442","68.1443849222794","69.8370473763603","69.6724615722699","70.6098595954444","69.5274203379059","67.6860447413912",
"Trinidad and Tobago","TTO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","10","32","42","68","72","59","70","93","83","87","86","84","88","88","90","88","90","91","87","88","95","93","89","91","91","94","92","92","85","91","96","89","86","93","90","99","91","93",
"Tunisia","TUN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","43","42","55","65","67","81","87","93","93","94","94","92","91","91","92","92","94","90","95","92","94","90","95","96","98","98","98","98","97","96","96","94","98","98","96","98","96","98","98","95",
"Turkiye","TUR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","27","52","64","63","62","61","64","67","82","71","78","73","78","72","76","65","72","79","81","82","87","91","83","75","81","91","98","96","97","97","97","98","96","98","94","97","98","96","96","97","95","96",
"Tuvalu","TUV","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","65","71","92","65","65","90","79","95","63","66","64","79","94","94","99","96","94","81","99","99","95","97","62","84","95","93","90","85","98","98","96","94","94","96","95","88","96","93","93",
"Tanzania","TZA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","46","51","50","60","55","66","97","78","83","79","80","79","81","77","79","78","78","73","72","72","78","86","89","97","94","91","93","90","88","91","92","93","97","99","97","95","83","90","88","88","84","76",
"Uganda","UGA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","22","21","20","18","17","27","38","49","51","52","54","56","57","59","57","55","54","50","55","57","59","62","64","66","68","75","75","70","77","73","75","80","83","85","79","79","83","86","87","89","90",
"Ukraine","UKR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","94","96","97","92","97","96","99","99","99","99","99","99","96","98","97","94","75","56","67","79","79","56","56","42","86","91","93","85","88",
"Upper middle income","UMC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","13.3856657030473","16.2675729984992","16.2427074252646","65.645280262128","70.78693648896","76.2932321857972","62.4870888380475","72.211633328471","85.4626649642137","86.6630302591931","90.5833334306131","88.3024218004152","85.1401177240647","81.4840365766469","78.1294954762322","82.8319992042047","84.512365612988","86.1752942300828","86.5972257465606","87.7094483793342","88.1334509965138","88.659937043239","87.945029260469","87.7355455767195","88.3342562504684","88.660323194635","92.7511655805399","93.060381636114","95.2263801611156","96.469951767106","96.0226636040052","96.5449970988837","96.4855382405817","95.6530373828644","95.6780024679206","95.842107304248","95.9191414189153","94.2049438150848","95.803056899892","93.9589761552482","92.4256423701595","91.996507035306",
"Uruguay","URY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","50","55","52","65","66","59","82","88","72","82","97","96","93","90","90","90","89","92","96","99","89","94","95","95","95","95","94","96","95","94","95","95","96","96","96","96","95","96","97","96","95","96",
"United States","USA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","86","97","97","98","98","97","97","82","98","94","90","87","83","84","89","88","91","91","92","92","91","91","91","93","93","92","92","92","92","90","92","92","91","92","92","92","92","91","92","90","91","91",
"Uzbekistan","UZB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","82","71","91","95","96","95","96","99","99","97","99","98","99","98","98","98","95","98","99","99","97","99","99","99","99","96","98","99","99",
"St. Vincent and the Grenadines","VCT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","40","59","92","74","88","91","97","99","96","99","99","99","99","99","99","99","99","87","96","98","99","94","99","97","99","99","99","99","99","97","94","99","99","99","99","99","99","99","99","99",
"Venezuela, RB","VEN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","50","43","45","42","41","56","48","54","51","50","61","63","61","62","94","47","64","68","92","84","84","98","83","83","80","76","82","87","93","87","79","86","87","85","89","92","88","96","74","93","76","68",
"British Virgin Islands","VGB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","1","3","4","19","39","36","56","76","88","88","90","93","96","95","96","96","96","94","97","98","96","93","97","95","93","83","92","97","98","96","96","98","97","97","99","97","97","95","97","89",
"Vanuatu","VUT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","20","23","18","26","22","34","46","50","66","63","66","74","53","60","61","65","64","62","61","59","58","56","55","53","52","56","61","65","70","75","79","84","90","76","84","80","75","80","78","50",
"World","WLD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","12.6535115017655","15.2106349181145","16.2588721658555","34.4769256083174","38.542414264722","44.0639460285439","44.6628383141846","52.0471120814285","61.6484489239227","67.1940094671957","72.8023452260224","68.9748587170104","69.5311117941734","70.0800325989365","71.6850495560213","73.5364442742018","73.3851126894721","71.2973206168072","70.91411447208","71.6074122374699","72.1233420734931","72.7801935499817","72.2814174920934","73.8192151186891","75.6689650258988","77.0519126441878","78.7623773591314","79.3406272840647","80.8986406954764","83.2880236160025","84.1115066718411","84.4892252098494","84.1232740765455","84.2190436028918","84.5516634198503","84.8608448972216","85.1008932610804","85.4784854411452","86.3230423993053","86.1315640558606","83.7003298222278","81.7169579159481",
"Samoa","WSM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","59","78","83","81","91","78","75","82","89","77","90","92","94","96","96","99","99","91","93","92","99","62","25","57","54","63","44","45","56","59","76","92","85","75","75","67","40","96","66","62",
"Kosovo","XKX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","2","4","4","6","8","13","15","22","34","48","69","53","46","51","31","40","43","41","66","74","70","72","62","64","74","73","65","71","69","65","68","66","63","70","67","67","70","65","64","67","68","71",
"South Africa","ZAF","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","74","70","70","64","75","68","84","79","85","85","85","76","76","76","82","79","75","72","69","65","62","63","64","69","68","73","77","72","77","79","78","84","86","84","81","81","83","84","87",
"Zambia","ZMB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","56","57","58","58","80","80","80","90","80","85","91","96","86","86","86","86","85","85","84","84","84","85","85","85","93","87","90","96","83","82","80","85","90","97","96","94","93","96","90",
"Zimbabwe","ZWE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","56","58","60","62","78","83","88","88","87","87","87","86","86","87","87","88","84","79","77","75","73","70","68","66","67","68","69","70","76","90","92","97","93","92","86","95","90","88","85","85","85",
